,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
403,"In the context of Motion and Laws of Motion, evaluate the statement: 'Prevention is better than cure.'",Physics,Motion and Laws of Motion,15.7,0.16,417.0,65.0,19.0,Evaluate,Hard
406,Define the term Arithmetic Progressions. Mention its SI unit.,Mathematics,Arithmetic Progressions,75.1,0.75,283.0,212.0,2.0,Remember,Easy
410,Define the term Probability. Mention its SI unit.,Mathematics,Probability,80.5,0.81,309.0,248.0,2.0,Remember,Easy
411,"In the context of Linear Equations in Two Variables, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Linear Equations in Two Variables,35.9,0.36,457.0,164.0,10.0,Evaluate,Hard
412,Explain the process of Triangles and Circles with the help of a labeled diagram.,Mathematics,Triangles and Circles,59.1,0.59,441.0,260.0,7.0,Apply,Medium
417,Suggest three measures to improve the efficiency of Cell Structure and Functions.,Biology,Cell Structure and Functions,40.1,0.4,303.0,121.0,13.0,Create,Hard
419,Mention the main components of Diversity in Living Organisms.,Biology,Diversity in Living Organisms,84.1,0.84,226.0,190.0,3.0,Remember,Easy
421,"Discuss the challenges faced during the implementation of Acids, Bases and Salts in a developing country.",Chemistry,"Acids, Bases and Salts",20.1,0.2,412.0,82.0,18.0,Evaluate,Hard
422,Design an experiment to demonstrate the properties of Metals and Non-metals.,Chemistry,Metals and Non-metals,38.8,0.39,494.0,191.0,16.0,Create,Hard
423,Mention the main components of Carbon and its Compounds.,Chemistry,Carbon and its Compounds,86.9,0.87,334.0,290.0,2.0,Remember,Easy
424,Discuss the challenges faced during the implementation of Periodic Classification of Elements in a developing country.,Chemistry,Periodic Classification of Elements,43.8,0.44,525.0,229.0,19.0,Evaluate,Hard
427,Analyze the impact of Nationalism in India on the Indian economy over the last decade.,History,Nationalism in India,27.7,0.28,177.0,49.0,14.0,Evaluate,Hard
428,Critically examine the role of The Making of a Global World in the current socio-political scenario.,History,The Making of a Global World,17.4,0.17,291.0,50.0,15.0,Evaluate,Hard
429,Discuss the challenges faced during the implementation of The Age of Industrialisation in a developing country.,History,The Age of Industrialisation,40.4,0.4,456.0,184.0,19.0,Evaluate,Hard
430,Analyze the impact of Print Culture and the Modern World on the Indian economy over the last decade.,History,Print Culture and the Modern World,30.4,0.3,400.0,121.0,13.0,Evaluate,Hard
433,How does Minerals and Energy Resources affect the overall outcome of the process? Explain.,Geography,Minerals and Energy Resources,47.0,0.47,253.0,118.0,5.0,Analyze,Medium
435,Suggest three measures to improve the efficiency of Lifelines of National Economy.,Geography,Lifelines of National Economy,15.8,0.16,198.0,31.0,19.0,Create,Hard
436,Mention the main components of Development.,Economics,Development,81.6,0.82,392.0,319.0,3.0,Remember,Easy
437,Mention the main components of Sectors of the Indian Economy.,Economics,Sectors of the Indian Economy,88.6,0.89,460.0,407.0,2.0,Remember,Easy
440,State the law of Consumer Rights.,Economics,Consumer Rights,72.4,0.72,512.0,370.0,2.0,Remember,Easy
442,How is SQL Queries different from other concepts in this category?,Computer Science,SQL Queries,90.4,0.9,181.0,163.0,3.0,Understand,Easy
444,Analyze the impact of Computer Networks (OSI Model) on the Indian economy over the last decade.,Computer Science,Computer Networks (OSI Model),18.7,0.19,373.0,69.0,10.0,Evaluate,Hard
445,Why is Boolean Algebra considered essential for the functioning of the system?,Computer Science,Boolean Algebra,45.5,0.45,551.0,250.0,8.0,Analyze,Medium
447,What is meant by HTML/CSS Structure? Give one example.,Computer Science,HTML/CSS Structure,81.6,0.82,537.0,438.0,3.0,Remember,Easy
448,Define the term Electric Current and Circuits. Mention its SI unit.,Physics,Electric Current and Circuits,81.4,0.81,493.0,401.0,4.0,Remember,Easy
449,Suggest three measures to improve the efficiency of Reflection and Refraction.,Physics,Reflection and Refraction,22.4,0.22,241.0,53.0,11.0,Create,Hard
451,Calculate the value of Human Eye and Colourful World given the standard parameters.,Physics,Human Eye and Colourful World,54.5,0.54,180.0,98.0,5.0,Apply,Medium
452,Why is Motion and Laws of Motion considered essential for the functioning of the system?,Physics,Motion and Laws of Motion,46.9,0.47,226.0,106.0,7.0,Analyze,Medium
453,Analyze the impact of Work and Energy on the Indian economy over the last decade.,Physics,Work and Energy,34.5,0.35,257.0,88.0,10.0,Evaluate,Hard
455,"Differentiate between Arithmetic Progressions and its alternative, giving three points of distinction.",Mathematics,Arithmetic Progressions,49.3,0.49,485.0,238.0,9.0,Analyze,Medium
458,How does Surface Areas and Volumes affect the overall outcome of the process? Explain.,Mathematics,Surface Areas and Volumes,56.5,0.56,467.0,263.0,6.0,Analyze,Medium
459,Analyze the impact of Probability on the Indian economy over the last decade.,Mathematics,Probability,34.6,0.35,362.0,125.0,17.0,Evaluate,Hard
460,Design an experiment to demonstrate the properties of Linear Equations in Two Variables.,Mathematics,Linear Equations in Two Variables,19.1,0.19,521.0,99.0,19.0,Create,Hard
461,Define the term Triangles and Circles. Mention its SI unit.,Mathematics,Triangles and Circles,87.7,0.88,288.0,252.0,4.0,Remember,Easy
465,How does Our Environment affect the overall outcome of the process? Explain.,Biology,Our Environment,58.0,0.58,273.0,158.0,7.0,Analyze,Medium
466,"Differentiate between Cell Structure and Functions and its alternative, giving three points of distinction.",Biology,Cell Structure and Functions,63.9,0.64,347.0,221.0,8.0,Analyze,Medium
468,How does Diversity in Living Organisms affect the overall outcome of the process? Explain.,Biology,Diversity in Living Organisms,53.6,0.54,438.0,234.0,9.0,Analyze,Medium
469,A student performs an experiment on Chemical Reactions and Equations. What observations would they record?,Chemistry,Chemical Reactions and Equations,57.0,0.57,342.0,194.0,8.0,Apply,Medium
470,"Why is Acids, Bases and Salts considered essential for the functioning of the system?",Chemistry,"Acids, Bases and Salts",54.3,0.54,469.0,254.0,5.0,Analyze,Medium
471,"In the context of Metals and Non-metals, evaluate the statement: 'Prevention is better than cure.'",Chemistry,Metals and Non-metals,24.9,0.25,558.0,139.0,10.0,Evaluate,Hard
472,Analyze the impact of Carbon and its Compounds on the Indian economy over the last decade.,Chemistry,Carbon and its Compounds,29.3,0.29,155.0,45.0,10.0,Evaluate,Hard
473,"In the context of Periodic Classification of Elements, evaluate the statement: 'Prevention is better than cure.'",Chemistry,Periodic Classification of Elements,27.3,0.27,593.0,162.0,11.0,Evaluate,Hard
475,State the law of The Rise of Nationalism in Europe.,History,The Rise of Nationalism in Europe,75.3,0.75,511.0,384.0,2.0,Remember,Easy
476,Why is Nationalism in India considered essential for the functioning of the system?,History,Nationalism in India,52.5,0.52,157.0,82.0,9.0,Analyze,Medium
478,Mention the main components of The Age of Industrialisation.,History,The Age of Industrialisation,76.3,0.76,591.0,451.0,3.0,Remember,Easy
479,Critically examine the role of Print Culture and the Modern World in the current socio-political scenario.,History,Print Culture and the Modern World,25.6,0.26,264.0,67.0,16.0,Evaluate,Hard
481,Why is Agriculture considered essential for the functioning of the system?,Geography,Agriculture,66.4,0.66,290.0,192.0,5.0,Analyze,Medium
482,Define the term Minerals and Energy Resources. Mention its SI unit.,Geography,Minerals and Energy Resources,90.6,0.91,195.0,176.0,3.0,Remember,Easy
484,How is Lifelines of National Economy different from other concepts in this category?,Geography,Lifelines of National Economy,91.7,0.92,159.0,145.0,2.0,Understand,Easy
485,State the law of Development.,Economics,Development,76.4,0.76,403.0,307.0,4.0,Remember,Easy
489,Calculate the value of Consumer Rights given the standard parameters.,Economics,Consumer Rights,47.6,0.48,480.0,228.0,5.0,Apply,Medium
490,Define the term C++ Programming. Mention its SI unit.,Computer Science,C++ Programming,77.5,0.77,574.0,444.0,2.0,Remember,Easy
491,"Differentiate between SQL Queries and its alternative, giving three points of distinction.",Computer Science,SQL Queries,48.1,0.48,509.0,244.0,7.0,Analyze,Medium
492,Write any two characteristics of Python Lists and Tuples.,Computer Science,Python Lists and Tuples,80.9,0.81,493.0,398.0,3.0,Understand,Easy
495,"In the context of Cyber Safety, evaluate the statement: 'Prevention is better than cure.'",Computer Science,Cyber Safety,19.6,0.2,568.0,111.0,10.0,Evaluate,Hard
496,"Differentiate between HTML/CSS Structure and its alternative, giving three points of distinction.",Computer Science,HTML/CSS Structure,58.7,0.59,217.0,127.0,5.0,Analyze,Medium
497,Analyze the impact of Electric Current and Circuits on the Indian economy over the last decade.,Physics,Electric Current and Circuits,44.1,0.44,308.0,135.0,16.0,Evaluate,Hard
498,What is meant by Reflection and Refraction? Give one example.,Physics,Reflection and Refraction,91.8,0.92,250.0,229.0,4.0,Remember,Easy
499,Write any two characteristics of Magnetic Effects of Current.,Physics,Magnetic Effects of Current,81.2,0.81,158.0,128.0,3.0,Understand,Easy
500,Discuss the challenges faced during the implementation of Human Eye and Colourful World in a developing country.,Physics,Human Eye and Colourful World,35.2,0.35,595.0,209.0,17.0,Evaluate,Hard
502,Write any two characteristics of Work and Energy.,Physics,Work and Energy,85.6,0.86,236.0,201.0,2.0,Understand,Easy
505,Design an experiment to demonstrate the properties of Trigonometric Identities.,Mathematics,Trigonometric Identities,21.2,0.21,500.0,106.0,14.0,Create,Hard
506,How does Coordinate Geometry affect the overall outcome of the process? Explain.,Mathematics,Coordinate Geometry,65.5,0.65,193.0,126.0,8.0,Analyze,Medium
507,Explain the process of Surface Areas and Volumes with the help of a labeled diagram.,Mathematics,Surface Areas and Volumes,57.7,0.58,257.0,148.0,8.0,Apply,Medium
511,What is meant by Life Processes? Give one example.,Biology,Life Processes,76.2,0.76,320.0,243.0,2.0,Remember,Easy
512,Analyze the impact of Control and Coordination on the Indian economy over the last decade.,Biology,Control and Coordination,43.6,0.44,210.0,91.0,18.0,Evaluate,Hard
516,State the law of Tissues.,Biology,Tissues,86.5,0.86,456.0,394.0,2.0,Remember,Easy
521,How is Carbon and its Compounds different from other concepts in this category?,Chemistry,Carbon and its Compounds,71.4,0.71,489.0,349.0,2.0,Understand,Easy
522,Write any two characteristics of Periodic Classification of Elements.,Chemistry,Periodic Classification of Elements,83.6,0.84,191.0,159.0,2.0,Understand,Easy
523,Mention the main components of Structure of the Atom.,Chemistry,Structure of the Atom,76.6,0.77,336.0,257.0,3.0,Remember,Easy
530,A student performs an experiment on Agriculture. What observations would they record?,Geography,Agriculture,50.5,0.5,417.0,210.0,5.0,Apply,Medium
532,How is Manufacturing Industries different from other concepts in this category?,Geography,Manufacturing Industries,86.0,0.86,421.0,361.0,3.0,Understand,Easy
533,Critically examine the role of Lifelines of National Economy in the current socio-political scenario.,Geography,Lifelines of National Economy,35.4,0.35,180.0,63.0,17.0,Evaluate,Hard
534,Explain the process of Development with the help of a labeled diagram.,Economics,Development,63.8,0.64,257.0,163.0,7.0,Apply,Medium
536,Define the term Money and Credit. Mention its SI unit.,Economics,Money and Credit,80.2,0.8,349.0,279.0,4.0,Remember,Easy
537,Explain the process of Globalization and the Indian Economy with the help of a labeled diagram.,Economics,Globalization and the Indian Economy,66.7,0.67,191.0,127.0,8.0,Apply,Medium
539,Analyze the impact of C++ Programming on the Indian economy over the last decade.,Computer Science,C++ Programming,25.4,0.25,599.0,151.0,11.0,Evaluate,Hard
540,Calculate the value of SQL Queries given the standard parameters.,Computer Science,SQL Queries,56.3,0.56,237.0,133.0,6.0,Apply,Medium
541,Design an experiment to demonstrate the properties of Python Lists and Tuples.,Computer Science,Python Lists and Tuples,37.0,0.37,558.0,206.0,12.0,Create,Hard
542,Why is Computer Networks (OSI Model) considered essential for the functioning of the system?,Computer Science,Computer Networks (OSI Model),62.5,0.63,277.0,173.0,8.0,Analyze,Medium
543,A student performs an experiment on Boolean Algebra. What observations would they record?,Computer Science,Boolean Algebra,51.8,0.52,275.0,142.0,7.0,Apply,Medium
544,Why is Cyber Safety considered essential for the functioning of the system?,Computer Science,Cyber Safety,61.9,0.62,225.0,139.0,6.0,Analyze,Medium
545,Mention the main components of HTML/CSS Structure.,Computer Science,HTML/CSS Structure,81.6,0.82,552.0,450.0,2.0,Remember,Easy
546,Critically examine the role of Electric Current and Circuits in the current socio-political scenario.,Physics,Electric Current and Circuits,31.2,0.31,257.0,80.0,16.0,Evaluate,Hard
548,Calculate the value of Magnetic Effects of Current given the standard parameters.,Physics,Magnetic Effects of Current,48.7,0.49,506.0,246.0,6.0,Apply,Medium
551,What is meant by Work and Energy? Give one example.,Physics,Work and Energy,72.9,0.73,169.0,123.0,3.0,Remember,Easy
552,Mention the main components of Gravitation.,Physics,Gravitation,74.1,0.74,166.0,123.0,4.0,Remember,Easy
553,What is meant by Arithmetic Progressions? Give one example.,Mathematics,Arithmetic Progressions,71.3,0.71,550.0,392.0,2.0,Remember,Easy
555,"In the context of Coordinate Geometry, evaluate the statement: 'Prevention is better than cure.'",Mathematics,Coordinate Geometry,34.1,0.34,296.0,101.0,15.0,Evaluate,Hard
